ride_id,ride_date,ride_time,pickup_location,drop_location,ride_type,fare,distance_km,duration_mins
RIDE1045,2025-07-24,11:45:00,Tech Park,Central Park,UberXL,562.68,11.77,34
RIDE1046,2025-07-24,18:00:00,Mall,Airport,UberPOOL,107.43,19.58,36
RIDE1047,2025-07-11,20:30:00,Downtown,Uptown,UberXL,495.88,11.67,53
RIDE1048,2025-07-20,11:30:00,Tech Park,Downtown,UberX,392.1,14.47,13
RIDE1049,2025-07-10,03:00:00,Stadium,Central Park,UberPOOL,314.23,14.18,10
RIDE1050,2025-07-03,13:15:00,Suburb,Uptown,UberPOOL,319.8,4.16,32
RIDE1051,2025-07-01,12:15:00,Central Park,Suburb,UberPOOL,509.52,2.71,49
RIDE1052,2025-07-07,16:30:00,Airport,Uptown,UberPOOL,382.56,12.2,15
RIDE1053,2025-07-19,01:00:00,Central Park,Suburb,UberXL,318.06,6.62,7
RIDE1054,2025-07-11,19:15:00,Tech Park,Airport,UberPOOL,115.34,9.61,45
RIDE1055,2025-07-26,11:15:00,Airport,Uptown,UberPOOL,378.65,8.32,14
RIDE1056,2025-07-17,11:00:00,Uptown,Stadium,UberPOOL,519.13,12.38,48
RIDE1057,2025-07-29,11:00:00,Tech Park,Suburb,UberXL,524.25,12.46,47
RIDE1058,2025-07-23,15:45:00,Suburb,Mall,UberX,407.87,1.4,46
RIDE1059,2025-07-12,13:30:00,Suburb,Stadium,UberX,188.02,9.71,33
RIDE1060,2025-07-04,13:15:00,Airport,Suburb,UberX,342.01,17.04,14
RIDE1061,2025-07-21,20:15:00,Uptown,Suburb,UberXL,107.32,17.13,45
RIDE1062,2025-07-18,12:00:00,Airport,Tech Park,UberXL,328.35,8.92,11
RIDE1063,2025-07-31,07:00:00,Tech Park,Airport,UberPOOL,269.34,2.8,44
RIDE1064,2025-07-19,11:15:00,Mall,Suburb,UberX,138.54,4.91,36
RIDE1065,2025-07-13,19:45:00,Downtown,Stadium,UberX,246.92,13.46,49
RIDE1066,2025-07-16,05:15:00,Uptown,Suburb,UberXL,275.61,2.78,49
RIDE1067,2025-07-31,10:00:00,Tech Park,Suburb,UberX,492.43,8.47,52
RIDE1068,2025-07-19,22:45:00,Tech Park,Central Park,UberPOOL,292.02,5.89,50
RIDE1069,2025-07-29,22:45:00,Downtown,Mall,UberX,468.19,10.64,40
RIDE1070,2025-07-08,03:45:00,Mall,Uptown,UberXL,206.59,18.02,58
RIDE1071,2025-07-18,20:00:00,Central Park,Suburb,UberPOOL,258.5,17.45,22
RIDE1072,2025-07-20,15:15:00,Mall,Airport,UberPOOL,112.63,1.93,15
RIDE1073,2025-07-06,21:45:00,Stadium,Airport,UberPOOL,134.52,5.89,55
RIDE1074,2025-07-21,15:00:00,Uptown,Mall,UberX,328.92,3.47,49
RIDE1075,2025-07-10,11:00:00,Stadium,Central Park,UberPOOL,301.73,1.46,52
RIDE1076,2025-07-17,00:00:00,Uptown,Suburb,UberX,237.15,14.47,24
RIDE1077,2025-07-01,20:45:00,Central Park,Suburb,UberX,497.15,17.05,34
RIDE1078,2025-07-24,01:30:00,Central Park,Uptown,UberXL,379.54,3.33,25
RIDE1079,2025-07-26,05:00:00,Stadium,Downtown,UberXL,314.37,10.71,54
RIDE1080,2025-07-31,06:15:00,Stadium,Mall,UberPOOL,250.11,8.53,48
RIDE1081,2025-07-18,18:45:00,Airport,Tech Park,UberX,306.14,4.51,51
RIDE1082,2025-07-04,00:00:00,Tech Park,Airport,UberPOOL,384.64,2.14,59
RIDE1083,2025-07-13,02:00:00,Uptown,Central Park,UberPOOL,214.39,12.68,25
RIDE1084,2025-07-06,19:45:00,Airport,Central Park,UberX,501.39,12.92,50
RIDE1085,2025-07-02,22:45:00,Suburb,Stadium,UberXL,244.13,6.22,38
RIDE1086,2025-07-06,01:45:00,Suburb,Stadium,UberPOOL,569.26,14.44,19
RIDE1087,2025-07-23,11:00:00,Tech Park,Stadium,UberXL,161.17,9.72,58
RIDE1088,2025-07-06,02:45:00,Airport,Tech Park,UberXL,440.29,4.67,7
RIDE1089,2025-07-03,16:30:00,Tech Park,Suburb,UberX,576.32,17.31,50
RIDE1090,2025-07-18,03:30:00,Central Park,Suburb,UberX,581.95,12.38,56
RIDE1091,2025-07-19,08:45:00,Tech Park,Uptown,UberX,173.38,3.17,25
RIDE1092,2025-07-21,01:00:00,Stadium,Central Park,UberX,483.28,7.1,40
RIDE1093,2025-07-07,04:30:00,Uptown,Downtown,UberX,104.61,11.33,23
RIDE1094,2025-07-12,16:00:00,Suburb,Tech Park,UberXL,549.01,18.87,26
RIDE1095,2025-07-28,14:15:00,Tech Park,Airport,UberXL,298.06,18.05,8
RIDE1096,2025-07-20,04:45:00,Tech Park,Stadium,UberPOOL,302.69,3.47,9
RIDE1097,2025-07-22,15:15:00,Airport,Mall,UberPOOL,491.98,6.79,37
RIDE1098,2025-07-13,05:45:00,Mall,Downtown,UberXL,539.23,17.74,38
RIDE1099,2025-07-17,11:45:00,Tech Park,Uptown,UberXL,422.61,2.08,21
RIDE1100,2025-07-24,10:15:00,Airport,Mall,UberX,445.89,4.59,49
RIDE1101,2025-07-22,10:00:00,Uptown,Mall,UberX,357.38,15.39,14
RIDE1102,2025-07-30,22:00:00,Tech Park,Airport,UberX,141.31,10.16,34
RIDE1103,2025-07-30,11:45:00,Stadium,Uptown,UberXL,448.15,4.89,41
RIDE1104,2025-07-27,18:00:00,Downtown,Airport,UberXL,496.63,1.79,57
RIDE1105,2025-07-26,14:45:00,Mall,Downtown,UberPOOL,587.7,11.46,8
RIDE1106,2025-07-05,20:45:00,Stadium,Uptown,UberPOOL,272.62,1.39,49
RIDE1107,2025-07-08,23:15:00,Uptown,Downtown,UberPOOL,203.96,3.72,43
RIDE1108,2025-07-20,15:45:00,Stadium,Airport,UberPOOL,128.97,5.88,33
RIDE1109,2025-07-24,23:15:00,Tech Park,Airport,UberPOOL,597.63,3.78,29
RIDE1110,2025-07-13,14:00:00,Stadium,Airport,UberXL,400.72,2.85,20
RIDE1111,2025-07-06,21:15:00,Central Park,Stadium,UberPOOL,460.4,11.47,51
RIDE1112,2025-07-07,07:30:00,Mall,Central Park,UberXL,390.17,4.51,38
RIDE1113,2025-07-05,01:45:00,Uptown,Tech Park,UberXL,543.48,10.82,39
RIDE1114,2025-07-01,10:30:00,Airport,Mall,UberPOOL,352.53,18.28,27
RIDE1115,2025-07-10,14:15:00,Downtown,Suburb,UberXL,367.73,7.51,12
RIDE1116,2025-07-14,02:00:00,Suburb,Downtown,UberX,431.41,18.78,38
RIDE1117,2025-07-27,12:00:00,Airport,Central Park,UberPOOL,521.37,5.14,54
RIDE1118,2025-07-18,08:45:00,Downtown,Mall,UberX,104.88,5.29,12
RIDE1119,2025-07-25,13:45:00,Stadium,Mall,UberX,553.77,18.29,36
RIDE1120,2025-07-15,14:45:00,Uptown,Tech Park,UberPOOL,143.75,3.22,47
RIDE1121,2025-07-22,04:45:00,Tech Park,Downtown,UberXL,466.4,2.66,24
RIDE1122,2025-07-16,18:45:00,Uptown,Tech Park,UberPOOL,486.61,3.5,34
RIDE1123,2025-07-18,14:00:00,Central Park,Uptown,UberPOOL,477.36,6.18,36
RIDE1124,2025-07-27,14:30:00,Tech Park,Downtown,UberX,338.34,11.58,29
RIDE1125,2025-07-12,19:15:00,Airport,Central Park,UberPOOL,446.87,14.65,46
RIDE1126,2025-07-26,01:00:00,Tech Park,Mall,UberXL,118.66,13.9,31
RIDE1127,2025-07-06,06:00:00,Tech Park,Mall,UberXL,150.09,12.67,51
RIDE1128,2025-07-02,16:15:00,Airport,Downtown,UberX,466.95,7.11,8
RIDE1129,2025-07-22,15:45:00,Central Park,Airport,UberXL,118.67,11.62,13
RIDE1130,2025-07-21,21:30:00,Mall,Airport,UberX,233.94,5.48,6
RIDE1131,2025-07-09,01:15:00,Stadium,Airport,UberPOOL,175.84,1.64,59
RIDE1132,2025-07-23,15:30:00,Central Park,Tech Park,UberPOOL,280.24,16.68,27
RIDE1133,2025-07-14,22:30:00,Mall,Stadium,UberX,226.59,5.5,47
RIDE1134,2025-07-04,15:30:00,Suburb,Central Park,UberXL,435.63,14.42,51
RIDE1135,2025-07-16,11:00:00,Tech Park,Central Park,UberX,361.02,9.41,35
RIDE1136,2025-07-18,10:30:00,Stadium,Airport,UberPOOL,426.0,15.98,54
RIDE1137,2025-07-19,13:00:00,Tech Park,Downtown,UberXL,254.55,3.58,46
RIDE1138,2025-07-12,12:00:00,Uptown,Downtown,UberX,363.42,15.91,28
RIDE1139,2025-07-29,18:00:00,Suburb,Uptown,UberX,519.42,11.21,18
RIDE1140,2025-07-18,08:45:00,Downtown,Suburb,UberPOOL,129.45,2.75,14
RIDE1141,2025-07-30,21:00:00,Stadium,Suburb,UberPOOL,319.63,16.41,55
RIDE1142,2025-07-06,05:45:00,Uptown,Central Park,UberPOOL,388.05,6.53,40
RIDE1143,2025-07-07,21:45:00,Stadium,Mall,UberXL,418.96,10.57,58
RIDE1144,2025-07-07,07:30:00,Suburb,Uptown,UberPOOL,503.35,18.64,38
RIDE1145,2025-07-05,06:00:00,Tech Park,Downtown,UberX,591.0,14.58,5
RIDE1146,2025-07-24,12:00:00,Stadium,Suburb,UberPOOL,244.07,16.99,29
RIDE1147,2025-07-23,18:30:00,Central Park,Suburb,UberXL,186.52,3.18,48
RIDE1148,2025-07-29,18:15:00,Suburb,Downtown,UberXL,424.45,10.53,20
RIDE1149,2025-07-13,14:00:00,Uptown,Mall,UberPOOL,418.35,8.0,34
RIDE1150,2025-07-24,02:15:00,Airport,Downtown,UberPOOL,481.03,16.96,10
RIDE1151,2025-07-03,08:15:00,Mall,Uptown,UberPOOL,355.32,13.26,13
RIDE1152,2025-07-11,09:30:00,Tech Park,Stadium,UberPOOL,100.88,19.37,49
RIDE1153,2025-07-21,04:00:00,Airport,Suburb,UberXL,237.03,6.3,11
RIDE1154,2025-07-21,03:45:00,Airport,Tech Park,UberPOOL,340.34,18.71,55
RIDE1155,2025-07-05,13:15:00,Suburb,Stadium,UberX,221.94,8.5,58
RIDE1156,2025-07-06,02:30:00,Mall,Suburb,UberX,237.81,18.82,47
RIDE1157,2025-07-21,01:45:00,Airport,Uptown,UberX,542.36,17.55,13
RIDE1158,2025-07-02,14:45:00,Mall,Uptown,UberPOOL,494.59,18.28,51
RIDE1159,2025-07-19,21:30:00,Mall,Central Park,UberX,456.02,6.84,24
RIDE1160,2025-07-15,23:30:00,Central Park,Airport,UberXL,218.18,2.71,15
RIDE1161,2025-07-23,09:30:00,Downtown,Stadium,UberPOOL,407.9,18.71,43
RIDE1162,2025-07-13,10:45:00,Uptown,Stadium,UberX,381.42,6.01,33
RIDE1163,2025-07-09,03:15:00,Tech Park,Suburb,UberX,502.19,6.61,15
RIDE1164,2025-07-15,11:45:00,Mall,Downtown,UberXL,109.87,15.12,7
RIDE1165,2025-07-29,06:15:00,Airport,Downtown,UberPOOL,316.84,16.81,5
RIDE1166,2025-07-06,18:15:00,Airport,Central Park,UberXL,354.67,10.11,6
RIDE1167,2025-07-12,14:30:00,Mall,Suburb,UberXL,105.71,7.31,8
RIDE1168,2025-07-03,06:30:00,Downtown,Uptown,UberX,399.09,17.83,27
RIDE1169,2025-07-24,18:15:00,Suburb,Uptown,UberPOOL,119.14,2.54,9
RIDE1170,2025-07-22,07:30:00,Mall,Airport,UberPOOL,504.68,16.21,5
RIDE1171,2025-07-14,21:30:00,Suburb,Mall,UberPOOL,530.65,18.31,27
RIDE1172,2025-07-02,11:30:00,Suburb,Stadium,UberXL,243.45,17.02,38
RIDE1173,2025-07-27,17:45:00,Airport,Stadium,UberXL,170.3,5.35,51
RIDE1174,2025-07-29,18:45:00,Tech Park,Suburb,UberX,522.18,5.18,49
RIDE1175,2025-07-13,13:30:00,Mall,Airport,UberXL,367.98,12.6,33
RIDE1176,2025-07-04,02:00:00,Mall,Stadium,UberX,419.81,1.1,6
RIDE1177,2025-07-06,17:15:00,Airport,Central Park,UberPOOL,445.01,4.26,43
RIDE1178,2025-07-10,20:15:00,Central Park,Mall,UberX,242.63,2.05,37
RIDE1179,2025-07-29,18:00:00,Tech Park,Stadium,UberX,247.91,7.13,58
RIDE1180,2025-07-11,15:15:00,Suburb,Airport,UberPOOL,197.47,7.6,10
RIDE1181,2025-07-25,15:15:00,Airport,Suburb,UberPOOL,300.89,2.76,32
RIDE1182,2025-07-10,16:15:00,Downtown,Tech Park,UberXL,471.3,1.1,9
RIDE1183,2025-07-21,23:30:00,Mall,Airport,UberXL,128.09,17.8,59
RIDE1184,2025-07-31,05:15:00,Uptown,Central Park,UberPOOL,360.09,4.77,56
RIDE1185,2025-07-28,00:45:00,Uptown,Stadium,UberPOOL,427.3,16.04,33
RIDE1186,2025-07-19,20:00:00,Airport,Suburb,UberPOOL,494.11,7.36,11
RIDE1187,2025-07-06,22:30:00,Uptown,Downtown,UberPOOL,552.41,1.08,9
RIDE1188,2025-07-17,19:45:00,Uptown,Downtown,UberXL,166.15,18.9,21
RIDE1189,2025-07-18,07:30:00,Airport,Suburb,UberPOOL,206.66,5.86,10
RIDE1190,2025-07-27,00:15:00,Airport,Tech Park,UberX,300.9,14.89,40
RIDE1191,2025-07-09,07:00:00,Suburb,Stadium,UberPOOL,225.42,5.32,32
RIDE1192,2025-07-02,14:30:00,Airport,Uptown,UberX,532.38,13.05,46
RIDE1193,2025-07-06,19:15:00,Central Park,Airport,UberXL,318.56,8.6,44
RIDE1194,2025-07-05,16:45:00,Uptown,Airport,UberX,286.18,11.5,9
RIDE1195,2025-07-16,02:30:00,Tech Park,Mall,UberPOOL,397.14,6.34,45
RIDE1196,2025-07-16,09:00:00,Suburb,Tech Park,UberX,249.41,15.39,17
RIDE1197,2025-07-12,02:00:00,Central Park,Mall,UberXL,102.2,3.66,21
