ride_id,ride_date,ride_time,pickup_location,drop_location,ride_type,fare,distance_km,duration_mins
RIDE1098,2025-07-14,18:30:00,Tech Park,Stadium,UberXL,171.74,13.19,34
RIDE1099,2025-07-14,01:15:00,Airport,Mall,UberX,514.96,6.11,14
RIDE1100,2025-07-17,09:15:00,Tech Park,Downtown,UberX,363.22,5.6,30
RIDE1101,2025-07-25,17:45:00,Suburb,Tech Park,UberPOOL,158.24,12.4,51
RIDE1102,2025-07-03,06:15:00,Stadium,Mall,UberPOOL,556.17,19.06,36
RIDE1103,2025-07-30,08:30:00,Stadium,Downtown,UberX,357.35,15.76,41
RIDE1104,2025-07-25,17:00:00,Stadium,Tech Park,UberX,181.89,9.12,13
RIDE1105,2025-07-18,17:45:00,Downtown,Mall,UberPOOL,383.35,10.67,29
RIDE1106,2025-07-17,05:00:00,Uptown,Tech Park,UberX,595.51,18.1,13
RIDE1107,2025-07-16,12:30:00,Uptown,Airport,UberX,403.84,10.09,50
RIDE1108,2025-07-18,16:45:00,Uptown,Mall,UberX,564.71,16.75,6
RIDE1109,2025-07-28,16:30:00,Uptown,Downtown,UberX,545.14,4.12,23
RIDE1110,2025-07-11,02:30:00,Mall,Downtown,UberXL,288.65,16.55,15
RIDE1111,2025-07-14,08:45:00,Downtown,Suburb,UberPOOL,188.01,19.86,7
RIDE1112,2025-07-22,01:30:00,Central Park,Uptown,UberXL,255.42,8.82,17
RIDE1113,2025-07-12,02:00:00,Airport,Downtown,UberX,235.3,3.04,49
RIDE1114,2025-07-03,19:15:00,Tech Park,Suburb,UberPOOL,222.99,13.04,24
RIDE1115,2025-07-18,05:15:00,Central Park,Downtown,UberXL,102.43,5.7,50
RIDE1116,2025-07-01,21:15:00,Mall,Stadium,UberPOOL,305.58,2.71,58
RIDE1117,2025-07-15,22:30:00,Tech Park,Suburb,UberXL,426.18,13.47,56
RIDE1118,2025-07-25,00:30:00,Uptown,Suburb,UberXL,566.51,17.69,27
RIDE1119,2025-07-07,05:00:00,Central Park,Tech Park,UberXL,239.47,10.14,46
RIDE1120,2025-07-04,19:45:00,Central Park,Stadium,UberXL,354.44,8.13,37
RIDE1121,2025-07-11,01:30:00,Airport,Stadium,UberPOOL,421.08,19.59,39
RIDE1122,2025-07-28,17:30:00,Tech Park,Suburb,UberX,296.7,18.76,45
RIDE1123,2025-07-30,10:15:00,Stadium,Airport,UberX,315.28,9.73,59
RIDE1124,2025-07-31,02:15:00,Uptown,Suburb,UberPOOL,581.8,1.12,51
RIDE1125,2025-07-11,08:00:00,Uptown,Downtown,UberXL,281.24,8.55,21
RIDE1126,2025-07-11,10:00:00,Central Park,Uptown,UberPOOL,407.4,4.36,16
RIDE1127,2025-07-16,06:15:00,Downtown,Suburb,UberX,208.14,11.67,10
RIDE1128,2025-07-22,15:45:00,Tech Park,Central Park,UberX,255.66,16.33,31
RIDE1129,2025-07-22,14:45:00,Central Park,Downtown,UberPOOL,577.87,14.58,11
RIDE1130,2025-07-05,18:15:00,Suburb,Central Park,UberXL,323.93,11.01,54
RIDE1131,2025-07-05,03:15:00,Uptown,Downtown,UberX,560.13,2.01,55
RIDE1132,2025-07-09,19:00:00,Central Park,Stadium,UberPOOL,444.54,11.91,55
RIDE1133,2025-07-15,16:00:00,Uptown,Central Park,UberXL,302.52,13.78,50
RIDE1134,2025-07-30,06:15:00,Tech Park,Uptown,UberPOOL,508.0,11.65,35
RIDE1135,2025-07-05,02:15:00,Central Park,Uptown,UberPOOL,529.01,4.91,44
RIDE1136,2025-07-22,05:00:00,Stadium,Mall,UberPOOL,507.94,3.27,51
RIDE1137,2025-07-28,15:15:00,Tech Park,Airport,UberXL,162.61,2.02,30
RIDE1138,2025-07-20,22:15:00,Tech Park,Mall,UberX,569.38,19.0,37
RIDE1139,2025-07-29,08:15:00,Mall,Tech Park,UberX,506.57,5.77,40
RIDE1140,2025-07-13,05:30:00,Airport,Mall,UberPOOL,182.89,5.81,56
RIDE1141,2025-07-02,14:15:00,Stadium,Uptown,UberXL,548.67,15.12,31
RIDE1142,2025-07-25,17:15:00,Airport,Uptown,UberX,540.28,4.24,32
RIDE1143,2025-07-01,03:15:00,Uptown,Tech Park,UberPOOL,399.59,1.71,49
RIDE1144,2025-07-07,02:45:00,Downtown,Central Park,UberX,240.8,18.58,56
RIDE1145,2025-07-26,09:00:00,Tech Park,Mall,UberX,493.91,16.71,21
RIDE1146,2025-07-27,10:00:00,Tech Park,Airport,UberX,179.28,7.96,26
RIDE1147,2025-07-01,08:30:00,Mall,Tech Park,UberPOOL,567.92,16.77,51
RIDE1148,2025-07-12,03:15:00,Suburb,Mall,UberPOOL,446.7,16.16,30
RIDE1149,2025-07-04,22:45:00,Uptown,Tech Park,UberXL,549.96,19.44,27
RIDE1150,2025-07-30,11:00:00,Downtown,Stadium,UberXL,552.79,14.54,40
RIDE1151,2025-07-08,22:30:00,Mall,Suburb,UberXL,362.91,18.94,24
RIDE1152,2025-07-16,10:00:00,Downtown,Airport,UberXL,169.95,2.15,49
RIDE1153,2025-07-01,05:15:00,Suburb,Stadium,UberPOOL,368.92,5.55,23
RIDE1154,2025-07-18,12:45:00,Downtown,Airport,UberX,428.83,15.22,9
RIDE1155,2025-07-20,14:15:00,Suburb,Tech Park,UberPOOL,411.12,12.48,48
RIDE1156,2025-07-10,23:15:00,Airport,Downtown,UberX,212.15,4.07,46
RIDE1157,2025-07-11,15:45:00,Central Park,Suburb,UberPOOL,293.94,3.31,29
RIDE1158,2025-07-06,04:00:00,Uptown,Downtown,UberX,499.12,7.57,15
RIDE1159,2025-07-20,10:45:00,Airport,Stadium,UberXL,482.81,2.25,10
RIDE1160,2025-07-09,11:00:00,Mall,Tech Park,UberXL,113.75,16.23,24
RIDE1161,2025-07-01,03:30:00,Uptown,Downtown,UberXL,203.14,1.05,19
RIDE1162,2025-07-07,01:45:00,Tech Park,Downtown,UberPOOL,171.19,17.62,11
RIDE1163,2025-07-20,00:15:00,Mall,Airport,UberX,482.61,10.82,7
RIDE1164,2025-07-26,21:15:00,Airport,Suburb,UberXL,199.58,7.52,25
RIDE1165,2025-07-18,02:30:00,Stadium,Downtown,UberXL,248.54,13.2,10
RIDE1166,2025-07-20,03:00:00,Downtown,Suburb,UberPOOL,141.43,11.24,22
RIDE1167,2025-07-12,15:15:00,Tech Park,Uptown,UberX,435.82,6.36,42
RIDE1168,2025-07-24,15:30:00,Uptown,Airport,UberX,539.97,7.59,19
RIDE1169,2025-07-24,04:30:00,Suburb,Uptown,UberX,472.79,3.6,33
RIDE1170,2025-07-30,01:00:00,Suburb,Airport,UberX,562.52,6.55,46
RIDE1171,2025-07-17,23:15:00,Central Park,Uptown,UberX,303.23,16.93,46
RIDE1172,2025-07-31,09:15:00,Uptown,Central Park,UberXL,113.4,17.99,14
RIDE1173,2025-07-28,02:30:00,Downtown,Airport,UberXL,540.12,8.52,7
RIDE1174,2025-07-28,21:00:00,Airport,Mall,UberPOOL,541.29,13.02,20
RIDE1175,2025-07-31,13:30:00,Suburb,Stadium,UberXL,533.74,5.92,23
RIDE1176,2025-07-19,07:45:00,Uptown,Downtown,UberPOOL,377.03,12.44,30
RIDE1177,2025-07-07,18:00:00,Suburb,Uptown,UberXL,495.75,11.28,41
RIDE1178,2025-07-06,23:15:00,Suburb,Tech Park,UberPOOL,139.33,18.19,9
RIDE1179,2025-07-20,23:00:00,Stadium,Downtown,UberX,444.87,12.74,19
RIDE1180,2025-07-27,19:00:00,Tech Park,Mall,UberPOOL,599.87,17.33,31
RIDE1181,2025-07-26,20:45:00,Stadium,Central Park,UberPOOL,599.36,8.66,28
RIDE1182,2025-07-14,21:45:00,Tech Park,Downtown,UberPOOL,444.22,6.02,29
RIDE1183,2025-07-29,11:45:00,Central Park,Uptown,UberX,435.91,5.61,29
RIDE1184,2025-07-30,14:15:00,Airport,Central Park,UberX,148.12,19.04,38
RIDE1185,2025-07-28,07:30:00,Uptown,Mall,UberXL,170.11,11.57,9
RIDE1186,2025-07-15,10:45:00,Uptown,Central Park,UberX,324.49,16.87,40
RIDE1187,2025-07-23,19:00:00,Downtown,Uptown,UberPOOL,298.87,13.24,56
RIDE1188,2025-07-23,16:00:00,Airport,Tech Park,UberX,213.4,18.04,19
RIDE1189,2025-07-18,01:00:00,Downtown,Mall,UberXL,410.92,3.81,32
RIDE1190,2025-07-15,19:00:00,Suburb,Uptown,UberXL,573.89,9.56,45
RIDE1191,2025-07-02,05:30:00,Airport,Tech Park,UberXL,338.83,2.08,31
RIDE1192,2025-07-04,08:30:00,Uptown,Mall,UberX,232.05,19.46,48
RIDE1193,2025-07-22,12:15:00,Central Park,Downtown,UberX,542.12,12.0,58
RIDE1194,2025-07-30,05:15:00,Suburb,Mall,UberXL,548.51,9.78,37
RIDE1195,2025-07-29,06:15:00,Downtown,Central Park,UberX,248.25,8.97,7
RIDE1196,2025-07-03,18:15:00,Uptown,Suburb,UberXL,462.96,7.52,29
RIDE1197,2025-07-12,03:45:00,Suburb,Mall,UberPOOL,298.91,17.39,20
RIDE1198,2025-07-14,01:15:00,Tech Park,Stadium,UberXL,405.7,5.16,21
RIDE1199,2025-07-15,03:30:00,Mall,Airport,UberX,467.2,10.95,28
