ride_id,ride_date,ride_time,pickup_location,drop_location,ride_type,fare,distance_km,duration_mins
RIDE1079,2025-07-16,06:45:00,Tech Park,Suburb,UberPOOL,143.26,13.01,12
RIDE1080,2025-07-18,22:45:00,Mall,Uptown,UberX,355.04,4.66,6
RIDE1081,2025-07-26,09:15:00,Tech Park,Uptown,UberPOOL,356.13,9.44,41
RIDE1082,2025-07-04,08:15:00,Airport,Tech Park,UberX,223.27,19.35,28
RIDE1083,2025-07-07,12:30:00,Downtown,Tech Park,UberX,426.35,14.12,57
RIDE1084,2025-07-01,06:30:00,Airport,Stadium,UberPOOL,435.19,4.48,40
RIDE1085,2025-07-08,07:30:00,Tech Park,Downtown,UberX,506.35,16.97,30
RIDE1086,2025-07-26,08:15:00,Airport,Central Park,UberXL,434.68,18.5,32
RIDE1087,2025-07-21,16:30:00,Suburb,Stadium,UberX,330.18,19.22,59
RIDE1088,2025-07-24,01:45:00,Tech Park,Mall,UberX,572.32,19.24,19
RIDE1089,2025-07-23,23:30:00,Stadium,Central Park,UberPOOL,407.4,10.37,31
RIDE1090,2025-07-30,20:30:00,Downtown,Mall,UberPOOL,267.49,9.74,32
RIDE1091,2025-07-13,00:45:00,Central Park,Stadium,UberXL,135.16,7.6,20
RIDE1092,2025-07-10,17:30:00,Downtown,Suburb,UberPOOL,283.95,16.8,34
RIDE1093,2025-07-01,10:00:00,Stadium,Downtown,UberX,204.6,6.21,55
RIDE1094,2025-07-15,08:45:00,Suburb,Central Park,UberXL,171.54,8.18,31
RIDE1095,2025-07-25,12:00:00,Uptown,Mall,UberX,379.89,19.51,28
RIDE1096,2025-07-28,22:00:00,Mall,Airport,UberPOOL,266.23,16.78,57
RIDE1097,2025-07-20,18:15:00,Suburb,Uptown,UberXL,130.63,19.86,45
RIDE1098,2025-07-23,14:30:00,Central Park,Stadium,UberPOOL,192.07,3.13,9
RIDE1099,2025-07-16,22:30:00,Uptown,Tech Park,UberXL,408.5,7.03,34
RIDE1100,2025-07-06,00:15:00,Mall,Airport,UberXL,190.04,19.38,36
RIDE1101,2025-07-27,23:45:00,Airport,Tech Park,UberXL,518.58,7.34,54
RIDE1102,2025-07-30,00:00:00,Tech Park,Mall,UberPOOL,324.8,8.61,48
RIDE1103,2025-07-30,05:15:00,Tech Park,Mall,UberX,302.39,17.79,27
RIDE1104,2025-07-07,09:15:00,Airport,Stadium,UberXL,148.03,10.17,47
RIDE1105,2025-07-03,16:15:00,Airport,Downtown,UberPOOL,171.83,4.55,42
RIDE1106,2025-07-03,17:00:00,Stadium,Central Park,UberXL,592.07,4.08,59
RIDE1107,2025-07-05,01:30:00,Central Park,Mall,UberPOOL,323.78,15.72,40
RIDE1108,2025-07-26,13:45:00,Airport,Uptown,UberPOOL,583.07,17.14,25
RIDE1109,2025-07-16,00:00:00,Airport,Downtown,UberPOOL,248.81,11.56,28
RIDE1110,2025-07-14,06:00:00,Tech Park,Airport,UberXL,224.68,10.55,31
RIDE1111,2025-07-11,00:00:00,Stadium,Suburb,UberXL,433.01,19.89,34
RIDE1112,2025-07-25,21:30:00,Tech Park,Downtown,UberXL,591.79,16.81,24
RIDE1113,2025-07-31,08:45:00,Uptown,Downtown,UberXL,374.3,18.3,24
RIDE1114,2025-07-22,23:15:00,Tech Park,Suburb,UberPOOL,210.06,19.33,18
RIDE1115,2025-07-16,07:30:00,Suburb,Downtown,UberX,557.82,2.51,14
RIDE1116,2025-07-03,21:45:00,Central Park,Stadium,UberX,470.93,19.24,20
RIDE1117,2025-07-06,18:45:00,Central Park,Uptown,UberXL,306.19,10.35,31
RIDE1118,2025-07-14,17:30:00,Airport,Downtown,UberXL,420.8,19.87,41
RIDE1119,2025-07-02,17:15:00,Airport,Central Park,UberX,576.57,11.73,8
RIDE1120,2025-07-30,01:30:00,Downtown,Central Park,UberX,350.75,14.46,35
RIDE1121,2025-07-25,10:45:00,Uptown,Central Park,UberXL,346.64,2.39,41
RIDE1122,2025-07-19,04:30:00,Uptown,Downtown,UberX,297.28,15.12,57
RIDE1123,2025-07-05,17:45:00,Uptown,Suburb,UberX,431.29,9.0,44
RIDE1124,2025-07-10,03:30:00,Downtown,Central Park,UberXL,243.78,13.33,59
RIDE1125,2025-07-21,16:30:00,Mall,Stadium,UberX,387.53,12.8,33
RIDE1126,2025-07-02,23:45:00,Downtown,Mall,UberX,334.26,19.98,14
RIDE1127,2025-07-13,12:30:00,Downtown,Stadium,UberX,165.07,14.53,53
RIDE1128,2025-07-10,20:15:00,Mall,Suburb,UberX,317.33,16.29,44
RIDE1129,2025-07-27,03:30:00,Suburb,Central Park,UberXL,493.8,18.06,43
RIDE1130,2025-07-30,01:30:00,Mall,Central Park,UberXL,320.69,19.55,16
RIDE1131,2025-07-31,17:15:00,Central Park,Mall,UberPOOL,347.03,9.7,11
RIDE1132,2025-07-10,08:45:00,Downtown,Airport,UberXL,594.22,2.22,49
RIDE1133,2025-07-16,08:00:00,Mall,Uptown,UberXL,506.51,3.07,25
RIDE1134,2025-07-09,10:15:00,Tech Park,Airport,UberXL,211.73,18.26,41
RIDE1135,2025-07-20,19:15:00,Stadium,Suburb,UberXL,208.13,9.74,53
RIDE1136,2025-07-20,06:45:00,Mall,Stadium,UberXL,598.16,8.13,31
RIDE1137,2025-07-11,03:00:00,Suburb,Tech Park,UberX,214.82,4.74,32
RIDE1138,2025-07-08,13:15:00,Uptown,Stadium,UberX,339.53,19.54,8
RIDE1139,2025-07-30,18:30:00,Central Park,Mall,UberPOOL,174.56,6.34,49
RIDE1140,2025-07-10,15:45:00,Uptown,Tech Park,UberXL,507.69,1.18,26
RIDE1141,2025-07-15,12:15:00,Mall,Uptown,UberX,106.93,1.34,49
RIDE1142,2025-07-15,13:45:00,Suburb,Tech Park,UberX,237.54,14.54,45
RIDE1143,2025-07-30,01:45:00,Mall,Downtown,UberX,350.75,3.79,29
RIDE1144,2025-07-17,07:00:00,Airport,Uptown,UberX,431.74,15.31,7
RIDE1145,2025-07-19,03:15:00,Downtown,Central Park,UberX,559.81,18.35,11
RIDE1146,2025-07-16,22:15:00,Tech Park,Uptown,UberX,348.32,6.25,30
RIDE1147,2025-07-02,15:30:00,Tech Park,Airport,UberPOOL,220.48,15.08,49
RIDE1148,2025-07-26,22:45:00,Suburb,Mall,UberX,275.44,6.98,18
RIDE1149,2025-07-06,03:45:00,Stadium,Downtown,UberPOOL,129.19,11.78,48
RIDE1150,2025-07-20,06:30:00,Suburb,Uptown,UberXL,230.63,1.24,35
RIDE1151,2025-07-06,04:30:00,Mall,Stadium,UberXL,111.0,8.21,28
RIDE1152,2025-07-30,16:15:00,Uptown,Suburb,UberXL,369.17,5.78,40
RIDE1153,2025-07-25,07:30:00,Central Park,Mall,UberPOOL,192.24,12.05,55
RIDE1154,2025-07-22,16:00:00,Airport,Tech Park,UberXL,243.11,4.97,33
RIDE1155,2025-07-13,18:30:00,Downtown,Central Park,UberX,144.44,11.46,52
RIDE1156,2025-07-23,17:00:00,Suburb,Stadium,UberPOOL,367.72,14.14,19
RIDE1157,2025-07-16,23:15:00,Stadium,Airport,UberXL,303.86,6.83,25
RIDE1158,2025-07-14,16:00:00,Tech Park,Stadium,UberPOOL,558.27,17.83,23
RIDE1159,2025-07-13,09:30:00,Uptown,Suburb,UberX,573.83,11.73,42
RIDE1160,2025-07-01,01:45:00,Airport,Downtown,UberXL,212.05,14.79,46
RIDE1161,2025-07-08,01:15:00,Airport,Central Park,UberXL,185.47,2.56,36
RIDE1162,2025-07-15,04:30:00,Downtown,Tech Park,UberPOOL,438.04,2.36,59
RIDE1163,2025-07-09,17:00:00,Central Park,Suburb,UberX,117.7,18.58,7
RIDE1164,2025-07-30,09:00:00,Tech Park,Central Park,UberXL,453.3,17.54,15
RIDE1165,2025-07-28,12:45:00,Airport,Stadium,UberPOOL,165.08,11.75,56
RIDE1166,2025-07-29,23:45:00,Downtown,Central Park,UberPOOL,160.41,18.08,25
RIDE1167,2025-07-26,09:00:00,Airport,Tech Park,UberPOOL,238.62,14.91,37
RIDE1168,2025-07-11,22:00:00,Suburb,Airport,UberPOOL,242.65,16.03,37
RIDE1169,2025-07-14,02:15:00,Tech Park,Suburb,UberXL,326.61,4.3,51
RIDE1170,2025-07-03,18:00:00,Airport,Uptown,UberX,568.7,13.15,57
RIDE1171,2025-07-12,17:15:00,Stadium,Downtown,UberPOOL,238.95,8.91,46
RIDE1172,2025-07-03,07:15:00,Stadium,Central Park,UberX,511.33,4.21,8
RIDE1173,2025-07-11,09:45:00,Stadium,Central Park,UberX,466.18,2.92,38
RIDE1174,2025-07-02,01:45:00,Downtown,Mall,UberXL,120.88,11.56,26
RIDE1175,2025-07-24,14:00:00,Uptown,Stadium,UberXL,472.85,18.07,32
RIDE1176,2025-07-11,00:30:00,Stadium,Central Park,UberX,441.26,2.59,19
RIDE1177,2025-07-24,04:30:00,Central Park,Airport,UberXL,211.59,18.12,6
RIDE1178,2025-07-07,16:45:00,Airport,Central Park,UberXL,217.28,4.88,57
RIDE1179,2025-07-05,01:00:00,Stadium,Downtown,UberX,488.59,8.59,32
RIDE1180,2025-07-04,16:15:00,Stadium,Suburb,UberXL,103.82,11.9,19
RIDE1181,2025-07-04,08:45:00,Stadium,Tech Park,UberPOOL,259.53,2.07,23
RIDE1182,2025-07-21,23:15:00,Suburb,Airport,UberXL,376.25,12.51,7
RIDE1183,2025-07-16,20:00:00,Downtown,Uptown,UberXL,320.96,5.46,34
RIDE1184,2025-07-04,00:00:00,Airport,Downtown,UberPOOL,580.94,6.69,37
RIDE1185,2025-07-01,01:45:00,Uptown,Mall,UberX,207.29,9.78,24
RIDE1186,2025-07-16,22:00:00,Uptown,Central Park,UberX,315.81,3.51,8
RIDE1187,2025-07-13,07:30:00,Tech Park,Mall,UberXL,430.19,8.76,55
RIDE1188,2025-07-12,17:30:00,Downtown,Suburb,UberXL,370.56,17.7,59
RIDE1189,2025-07-27,03:30:00,Airport,Central Park,UberX,249.73,12.16,37
RIDE1190,2025-07-14,16:30:00,Central Park,Stadium,UberPOOL,305.96,10.55,25
RIDE1191,2025-07-07,17:30:00,Suburb,Uptown,UberX,155.3,19.8,38
RIDE1192,2025-07-10,23:00:00,Downtown,Central Park,UberXL,295.91,6.77,21
RIDE1193,2025-07-13,21:00:00,Downtown,Tech Park,UberPOOL,475.98,1.51,5
RIDE1194,2025-07-23,09:00:00,Suburb,Uptown,UberPOOL,516.01,9.02,24
RIDE1195,2025-07-03,00:15:00,Central Park,Suburb,UberX,268.87,4.52,32
RIDE1196,2025-07-15,11:45:00,Stadium,Mall,UberX,572.83,11.06,16
RIDE1197,2025-07-28,12:15:00,Tech Park,Suburb,UberPOOL,518.11,12.86,9
RIDE1198,2025-07-22,05:30:00,Suburb,Uptown,UberX,461.06,2.12,27
RIDE1199,2025-07-14,07:00:00,Tech Park,Uptown,UberPOOL,390.65,6.59,47
RIDE1200,2025-07-22,15:45:00,Uptown,Tech Park,UberX,113.26,3.73,27
RIDE1201,2025-07-16,17:15:00,Uptown,Stadium,UberX,561.48,4.38,12
RIDE1202,2025-07-12,18:45:00,Stadium,Central Park,UberX,188.6,18.69,39
RIDE1203,2025-07-04,06:45:00,Suburb,Downtown,UberX,502.84,7.25,40
